80
1,18 2,17 3,18 4,8 5,18 6,5 7,13 8,14 9,5 10,14 11,19 12,3 13,19 14,2 15,20 16,13 17,4 18,14 19,19 20,19 21,1 22,4 23,20 24,20 25,15 26,15 27,9 28,5 29,4 30,20 31,11 32,2 33,8 34,20 35,1 36,5 37,4 38,6 39,11 40,20 41,19 42,1 43,2 44,10 45,2 46,14 47,2 48,17 49,7 50,12 51,7 52,19 53,7 54,19 55,19 56,2 57,13 58,7 59,18 60,8 61,19 62,8 63,1 64,6 65,7 66,14 67,3 68,2 69,19 70,5 71,2 72,9 73,5 74,15 75,18 76,19 77,8 78,11 79,15 
0,20 1,7 2,12 3,6 4,6 5,9 6,1 7,10 8,11 9,1 10,3 12,14 13,19 14,19 15,14 16,5 17,10 18,6 19,7 20,9 21,13 22,11 23,17 24,7 25,5 26,6 27,3 28,20 29,7 30,17 31,4 32,6 33,3 34,7 35,11 36,20 37,7 38,3 39,9 40,17 41,4 42,11 43,3 44,14 45,2 46,16 47,18 48,11 49,1 50,17 51,11 52,5 53,7 54,7 55,3 56,4 57,4 58,5 59,3 60,11 61,2 62,18 63,8 64,16 65,17 66,19 67,16 68,15 69,13 70,16 71,4 72,8 73,19 74,6 75,2 76,12 77,13 78,19 79,2 
0,5 1,15 2,4 3,9 4,14 5,10 6,4 7,17 8,13 9,20 10,19 11,15 13,13 14,8 15,3 16,1 17,16 18,13 19,8 20,11 21,5 22,3 23,14 24,13 25,1 26,11 27,6 28,12 29,3 30,4 31,5 32,7 33,11 34,8 35,7 36,4 37,9 38,10 39,20 40,14 41,2 42,10 43,8 44,14 45,9 46,2 47,14 48,5 49,6 50,1 51,7 52,3 53,4 54,12 55,7 56,16 57,2 58,12 59,20 60,16 61,7 62,4 63,14 64,17 65,4 66,12 67,12 68,12 69,14 70,3 71,17 72,15 73,12 74,17 75,8 76,13 77,18 78,2 79,9 
0,16 1,2 2,15 3,18 4,17 5,18 6,4 7,13 8,11 9,15 10,12 11,18 12,13 14,7 15,11 16,10 17,10 18,14 19,1 20,14 21,7 22,16 23,10 24,1 25,7 26,6 27,1 28,11 29,16 30,2 31,19 32,3 33,15 34,5 35,20 36,12 37,2 38,15 39,4 40,4 41,1 42,7 43,1 44,13 45,13 46,11 47,2 48,15 49,5 50,15 51,8 52,3 53,10 54,9 55,16 56,8 57,7 58,16 59,19 60,2 61,17 62,9 63,16 64,3 65,14 66,15 67,14 68,7 69,9 70,9 71,11 72,9 73,7 74,3 75,1 76,12 77,14 78,15 79,6 
0,10 1,1 2,13 3,4 4,2 5,1 6,19 7,9 8,19 9,14 10,19 11,20 12,2 13,20 15,15 16,5 17,5 18,1 19,10 20,11 21,1 22,11 23,13 24,9 25,17 26,16 27,2 28,8 29,1 30,8 31,5 32,2 33,8 34,17 35,5 36,9 37,10 38,4 39,9 40,8 41,9 42,20 43,20 44,11 45,19 46,6 47,7 48,3 49,19 50,8 51,5 52,19 53,18 54,10 55,20 56,7 57,17 58,13 59,6 60,9 61,20 62,11 63,10 64,7 65,19 66,6 67,7 68,20 69,1 70,15 71,20 72,10 73,14 74,11 75,12 76,4 77,8 78,10 79,18 
0,6 1,17 2,15 3,17 4,15 5,4 6,16 7,13 8,12 9,20 10,18 11,20 12,19 13,20 14,1 16,17 17,19 18,6 19,3 20,10 21,19 22,9 23,9 24,8 25,15 26,19 27,11 28,18 29,19 30,20 31,8 32,4 33,8 34,2 35,12 36,14 37,17 38,19 39,6 40,8 41,18 42,16 43,19 44,16 45,15 46,19 47,4 48,5 49,16 50,6 51,15 52,14 53,15 54,15 55,13 56,1 57,6 58,3 59,10 60,4 61,14 62,17 63,19 64,2 65,10 66,11 67,15 68,6 69,9 70,13 71,5 72,7 73,8 74,3 75,14 76,14 77,13 78,18 79,19 
0,9 1,15 2,5 3,14 4,1 5,11 6,7 7,1 8,8 9,1 10,11 11,3 12,15 13,19 14,2 15,8 17,9 18,4 19,2 20,14 21,12 22,14 23,11 24,10 25,13 26,13 27,16 28,7 29,18 30,5 31,17 32,6 33,19 34,13 35,11 36,20 37,15 38,17 39,12 40,3 41,18 42,2 43,5 44,4 45,13 46,18 47,11 48,1 49,1 50,12 51,6 52,5 53,18 54,16 55,6 56,10 57,1 58,1 59,8 60,18 61,5 62,4 63,15 64,16 65,8 66,5 67,15 68,3 69,2 70,18 71,5 72,11 73,20 74,1 75,14 76,12 77,19 78,4 79,4 
0,19 1,7 2,9 3,15 4,16 5,5 6,1 7,18 8,5 9,13 10,5 11,14 12,10 13,1 14,8 15,5 16,8 18,4 19,11 20,2 21,17 22,8 23,18 24,7 25,19 26,19 27,12 28,10 29,9 30,15 31,5 32,19 33,14 34,14 35,14 36,9 37,18 38,6 39,18 40,14 41,18 42,3 43,7 44,7 45,15 46,6 47,11 48,14 49,9 50,13 51,16 52,6 53,1 54,5 55,4 56,19 57,15 58,16 59,1 60,3 61,2 62,5 63,14 64,7 65,18 66,7 67,16 68,7 69,12 70,5 71,20 72,1 73,7 74,18 75,8 76,1 77,3 78,10 79,7 
0,4 1,3 2,2 3,1 4,3 5,18 6,4 7,13 8,13 9,11 10,13 11,15 12,13 13,18 14,8 15,19 16,7 17,6 19,6 20,14 21,9 22,11 23,5 24,10 25,9 26,15 27,9 28,2 29,17 30,10 31,8 32,20 33,12 34,1 35,20 36,6 37,18 38,16 39,19 40,10 41,6 42,3 43,17 44,10 45,12 46,16 47,1 48,19 49,14 50,18 51,4 52,14 53,20 54,8 55,3 56,9 57,2 58,3 59,10 60,11 61,13 62,9 63,2 64,16 65,1 66,14 67,2 68,18 69,9 70,12 71,20 72,6 73,14 74,8 75,16 76,6 77,15 78,8 79,16 
0,20 1,5 2,19 3,14 4,5 5,18 6,16 7,13 8,12 9,11 10,14 11,14 12,3 13,14 14,15 15,18 16,14 17,20 18,11 20,3 21,8 22,2 23,14 24,6 25,8 26,1 27,13 28,5 29,8 30,20 31,20 32,7 33,16 34,10 35,20 36,20 37,7 38,8 39,4 40,10 41,18 42,9 43,3 44,12 45,2 46,18 47,9 48,7 49,17 50,20 51,10 52,17 53,13 54,3 55,14 56,12 57,16 58,6 59,16 60,3 61,17 62,7 63,1 64,12 65,16 66,13 67,12 68,15 69,20 70,7 71,4 72,9 73,16 74,7 75,20 76,9 77,16 78,20 79,16 
0,4 1,19 2,17 3,20 4,4 5,11 6,13 7,15 8,6 9,10 10,11 11,20 12,6 13,9 14,13 15,10 16,5 17,5 18,13 19,19 21,16 22,19 23,14 24,4 25,6 26,20 27,15 28,15 29,7 30,14 31,2 32,11 33,5 34,10 35,2 36,8 37,20 38,7 39,14 40,18 41,16 42,4 43,9 44,14 45,13 46,1 47,3 48,9 49,17 50,7 51,19 52,12 53,5 54,12 55,7 56,11 57,4 58,13 59,17 60,10 61,7 62,18 63,20 64,3 65,19 66,2 67,10 68,18 69,20 70,3 71,7 72,15 73,19 74,8 75,20 76,3 77,20 78,14 79,3 
0,17 1,20 2,1 3,20 4,17 5,4 6,19 7,7 8,7 9,11 10,15 11,17 12,17 13,4 14,8 15,11 16,2 17,1 18,20 19,11 20,20 22,15 23,10 24,7 25,5 26,17 27,6 28,19 29,16 30,12 31,13 32,4 33,11 34,13 35,4 36,7 37,16 38,2 39,5 40,15 41,12 42,11 43,3 44,1 45,14 46,10 47,11 48,7 49,3 50,3 51,18 52,14 53,9 54,7 55,20 56,5 57,15 58,18 59,15 60,2 61,9 62,7 63,6 64,11 65,11 66,1 67,18 68,6 69,2 70,14 71,12 72,5 73,5 74,14 75,17 76,10 77,16 78,20 79,17 
0,10 1,14 2,6 3,3 4,14 5,4 6,15 7,18 8,18 9,12 10,12 11,11 12,12 13,10 14,16 15,2 16,20 17,16 18,11 19,17 20,9 21,5 23,9 24,6 25,1 26,14 27,14 28,2 29,9 30,13 31,18 32,10 33,18 34,15 35,13 36,11 37,18 38,7 39,20 40,7 41,10 42,3 43,18 44,1 45,12 46,13 47,2 48,11 49,1 50,13 51,20 52,1 53,9 54,8 55,6 56,9 57,13 58,20 59,10 60,2 61,4 62,20 63,3 64,2 65,14 66,15 67,4 68,4 69,13 70,4 71,10 72,2 73,18 74,7 75,2 76,10 77,12 78,16 79,12 
0,12 1,8 2,11 3,12 4,16 5,10 6,10 7,16 8,3 9,9 10,17 11,4 12,4 13,16 14,18 15,17 16,2 17,13 18,1 19,5 20,5 21,16 22,14 24,19 25,13 26,13 27,12 28,14 29,4 30,7 31,6 32,7 33,14 34,16 35,10 36,1 37,18 38,19 39,16 40,20 41,19 42,13 43,15 44,3 45,20 46,12 47,11 48,13 49,4 50,3 51,9 52,1 53,18 54,15 55,11 56,3 57,7 58,2 59,16 60,2 61,9 62,13 63,8 64,2 65,1 66,17 67,3 68,18 69,8 70,10 71,17 72,6 73,14 74,11 75,20 76,6 77,14 78,11 79,18 
0,18 1,13 2,7 3,10 4,11 5,1 6,20 7,5 8,19 9,13 10,12 11,20 12,1 13,5 14,19 15,15 16,17 17,7 18,17 19,14 20,14 21,18 22,2 23,20 25,12 26,4 27,19 28,17 29,17 30,1 31,6 32,6 33,14 34,12 35,15 36,16 37,4 38,6 39,20 40,14 41,19 42,3 43,13 44,11 45,7 46,3 47,5 48,15 49,10 50,13 51,8 52,15 53,11 54,1 55,6 56,2 57,4 58,17 59,10 60,13 61,17 62,15 63,18 64,10 65,19 66,5 67,17 68,14 69,2 70,16 71,8 72,20 73,11 74,12 75,11 76,9 77,15 78,15 79,4 
0,16 1,20 2,3 3,2 4,10 5,4 6,8 7,3 8,19 9,4 10,4 11,11 12,12 13,18 14,9 15,14 16,8 17,5 18,10 19,14 20,6 21,18 22,1 23,18 24,8 26,4 27,8 28,16 29,10 30,14 31,11 32,5 33,13 34,14 35,19 36,14 37,17 38,6 39,16 40,7 41,1 42,19 43,18 44,4 45,9 46,18 47,17 48,8 49,2 50,19 51,1 52,7 53,16 54,13 55,4 56,15 57,9 58,3 59,2 60,18 61,9 62,13 63,15 64,13 65,6 66,13 67,7 68,14 69,10 70,14 71,20 72,10 73,5 74,17 75,5 76,13 77,6 78,2 79,12 
0,7 1,20 2,5 3,6 4,7 5,9 6,9 7,1 8,17 9,4 10,14 11,7 12,12 13,6 14,1 15,4 16,3 17,5 18,2 19,16 20,14 21,16 22,8 23,15 24,20 25,16 27,19 28,4 29,2 30,20 31,7 32,8 33,11 34,11 35,13 36,9 37,20 38,14 39,1 40,8 41,17 42,15 43,14 44,20 45,20 46,14 47,15 48,3 49,10 50,17 51,10 52,3 53,4 54,17 55,17 56,15 57,13 58,8 59,10 60,14 61,19 62,16 63,13 64,10 65,19 66,18 67,10 68,18 69,11 70,11 71,17 72,19 73,5 74,11 75,18 76,4 77,16 78,4 79,18 
0,6 1,20 2,20 3,20 4,15 5,16 6,9 7,9 8,8 9,16 10,10 11,13 12,14 13,6 14,6 15,15 16,4 17,3 18,5 19,13 20,5 21,15 22,9 23,15 24,11 25,11 26,4 28,6 29,7 30,7 31,4 32,4 33,19 34,3 35,3 36,13 37,10 38,11 39,14 40,18 41,18 42,3 43,2 44,4 45,8 46,7 47,18 48,3 49,1 50,14 51,7 52,17 53,20 54,8 55,11 56,10 57,18 58,14 59,16 60,16 61,13 62,11 63,11 64,11 65,5 66,14 67,3 68,14 69,16 70,16 71,3 72,6 73,19 74,5 75,9 76,18 77,3 78,18 79,13 
0,4 1,4 2,19 3,12 4,3 5,18 6,3 7,5 8,16 9,8 10,12 11,3 12,20 13,2 14,14 15,10 16,18 17,19 18,13 19,3 20,6 21,20 22,18 23,3 24,18 25,14 26,11 27,16 29,16 30,1 31,8 32,11 33,4 34,18 35,3 36,6 37,16 38,17 39,2 40,3 41,4 42,13 43,17 44,4 45,6 46,2 47,5 48,3 49,20 50,17 51,18 52,18 53,17 54,15 55,20 56,6 57,8 58,3 59,13 60,15 61,3 62,12 63,6 64,6 65,10 66,20 67,3 68,17 69,16 70,17 71,19 72,11 73,9 74,15 75,6 76,7 77,17 78,11 79,1 
0,8 1,19 2,18 3,17 4,7 5,12 6,9 7,13 8,11 9,11 10,5 11,6 12,13 13,17 14,3 15,10 16,18 17,14 18,4 19,14 20,1 21,20 22,4 23,11 24,9 25,10 26,17 27,15 28,6 30,19 31,15 32,6 33,17 34,5 35,14 36,4 37,8 38,2 39,8 40,19 41,12 42,12 43,16 44,16 45,20 46,10 47,5 48,9 49,3 50,9 51,14 52,3 53,8 54,17 55,5 56,8 57,7 58,13 59,14 60,4 61,11 62,1 63,1 64,8 65,5 66,15 67,3 68,12 69,16 70,10 71,10 72,20 73,13 74,17 75,15 76,5 77,6 78,12 79,13 
0,20 1,12 2,7 3,2 4,11 5,15 6,19 7,19 8,13 9,11 10,12 11,17 12,2 13,4 14,17 15,1 16,8 17,11 18,3 19,20 20,19 21,4 22,1 23,18 24,16 25,18 26,12 27,12 28,15 29,3 31,17 32,15 33,6 34,15 35,8 36,17 37,9 38,6 39,15 40,2 41,17 42,18 43,10 44,10 45,2 46,6 47,10 48,1 49,9 50,4 51,20 52,7 53,19 54,13 55,16 56,6 57,10 58,7 59,18 60,16 61,2 62,14 63,10 64,7 65,8 66,10 67,15 68,16 69,15 70,1 71,9 72,3 73,19 74,18 75,12 76,12 77,16 78,13 79,12 
0,16 1,16 2,4 3,14 4,14 5,16 6,9 7,20 8,17 9,7 10,9 11,12 12,20 13,2 14,14 15,19 16,9 17,3 18,13 19,16 20,17 21,14 22,17 23,12 24,4 25,14 26,3 27,15 28,1 29,16 30,18 32,8 33,3 34,13 35,1 36,9 37,8 38,1 39,20 40,4 41,8 42,8 43,8 44,7 45,1 46,1 47,5 48,1 49,15 50,10 51,16 52,3 53,3 54,12 55,14 56,6 57,18 58,17 59,12 60,10 61,4 62,1 63,18 64,18 65,14 66,10 67,6 68,1 69,11 70,17 71,17 72,10 73,16 74,4 75,16 76,16 77,16 78,13 79,16 
0,10 1,14 2,4 3,12 4,16 5,7 6,6 7,13 8,16 9,2 10,4 11,6 12,17 13,4 14,15 15,14 16,17 17,16 18,12 19,18 20,6 21,8 22,6 23,15 24,4 25,9 26,3 27,11 28,4 29,7 30,7 31,13 33,20 34,2 35,4 36,15 37,8 38,9 39,19 40,4 41,2 42,2 43,1 44,10 45,5 46,7 47,16 48,14 49,2 50,7 51,3 52,20 53,6 54,8 55,14 56,1 57,16 58,8 59,12 60,11 61,6 62,10 63,3 64,5 65,11 66,18 67,11 68,10 69,19 70,9 71,13 72,12 73,10 74,5 75,2 76,7 77,3 78,17 79,20 
0,5 1,15 2,14 3,4 4,20 5,1 6,9 7,13 8,8 9,9 10,4 11,18 12,14 13,5 14,12 15,19 16,15 17,9 18,1 19,16 20,19 21,10 22,1 23,11 24,11 25,5 26,4 27,9 28,8 29,12 30,20 31,4 32,6 34,13 35,19 36,17 37,13 38,19 39,9 40,20 41,7 42,4 43,9 44,1 45,8 46,20 47,11 48,14 49,1 50,11 51,10 52,19 53,12 54,10 55,9 56,15 57,6 58,4 59,3 60,5 61,15 62,15 63,8 64,12 65,7 66,18 67,9 68,12 69,17 70,9 71,3 72,3 73,13 74,4 75,3 76,12 77,3 78,5 79,6 
0,3 1,16 2,7 3,2 4,19 5,16 6,2 7,13 8,13 9,6 10,8 11,18 12,12 13,2 14,17 15,4 16,20 17,15 18,4 19,3 20,11 21,12 22,18 23,13 24,4 25,1 26,8 27,16 28,15 29,12 30,13 31,18 32,19 33,19 35,11 36,18 37,6 38,4 39,2 40,18 41,1 42,9 43,15 44,5 45,2 46,12 47,8 48,2 49,6 50,11 51,16 52,8 53,14 54,13 55,12 56,18 57,5 58,19 59,5 60,20 61,3 62,9 63,9 64,13 65,7 66,11 67,2 68,12 69,6 70,4 71,9 72,19 73,12 74,16 75,3 76,14 77,19 78,10 79,7 
0,16 1,12 2,2 3,3 4,5 5,7 6,14 7,14 8,3 9,5 10,10 11,2 12,19 13,18 14,2 15,3 16,16 17,12 18,5 19,7 20,10 21,8 22,8 23,8 24,11 25,15 26,10 27,16 28,13 29,11 30,2 31,8 32,2 33,16 34,2 36,18 37,14 38,7 39,12 40,16 41,11 42,13 43,10 44,1 45,11 46,11 47,4 48,6 49,15 50,8 51,5 52,4 53,7 54,4 55,11 56,17 57,18 58,12 59,13 60,2 61,2 62,6 63,9 64,15 65,13 66,2 67,12 68,18 69,8 70,15 71,6 72,11 73,8 74,15 75,11 76,10 77,5 78,6 79,7 
0,11 1,13 2,11 3,14 4,19 5,6 6,16 7,8 8,15 9,19 10,12 11,16 12,20 13,9 14,16 15,6 16,14 17,17 18,18 19,11 20,5 21,4 22,16 23,15 24,11 25,2 26,17 27,20 28,7 29,3 30,19 31,9 32,7 33,1 34,3 35,18 37,7 38,10 39,5 40,1 41,9 42,8 43,9 44,20 45,16 46,4 47,6 48,1 49,13 50,15 51,12 52,9 53,18 54,19 55,15 56,1 57,1 58,11 59,12 60,19 61,5 62,10 63,7 64,12 65,11 66,1 67,9 68,9 69,3 70,5 71,9 72,11 73,12 74,9 75,2 76,19 77,13 78,19 79,20 
0,17 1,13 2,3 3,5 4,3 5,1 6,19 7,3 8,13 9,1 10,14 11,11 12,18 13,16 14,10 15,9 16,6 17,10 18,9 19,14 20,12 21,13 22,14 23,14 24,16 25,3 26,8 27,14 28,7 29,6 30,13 31,3 32,11 33,15 34,19 35,5 36,8 38,9 39,7 40,20 41,9 42,12 43,3 44,6 45,7 46,12 47,6 48,4 49,13 50,14 51,17 52,5 53,18 54,3 55,18 56,13 57,5 58,17 59,7 60,3 61,3 62,11 63,5 64,5 65,18 66,15 67,9 68,5 69,3 70,15 71,16 72,3 73,18 74,18 75,1 76,5 77,1 78,6 79,8 
0,14 1,12 2,17 3,18 4,9 5,19 6,7 7,14 8,15 9,16 10,12 11,9 12,18 13,2 14,13 15,14 16,19 17,19 18,2 19,15 20,1 21,8 22,11 23,3 24,5 25,20 26,15 27,1 28,1 29,13 30,1 31,6 32,4 33,17 34,3 35,4 36,7 37,1 39,17 40,13 41,16 42,20 43,1 44,5 45,2 46,5 47,18 48,12 49,3 50,19 51,19 52,15 53,18 54,1 55,9 56,3 57,20 58,4 59,15 60,12 61,16 62,15 63,17 64,11 65,3 66,11 67,6 68,1 69,12 70,15 71,5 72,19 73,14 74,5 75,16 76,7 77,1 78,13 79,11 
0,15 1,4 2,9 3,9 4,13 5,9 6,10 7,15 8,8 9,13 10,2 11,20 12,20 13,16 14,8 15,2 16,19 17,19 18,7 19,11 20,2 21,1 22,16 23,20 24,15 25,12 26,7 27,1 28,13 29,20 30,11 31,7 32,15 33,11 34,8 35,7 36,19 37,17 38,14 40,19 41,1 42,15 43,10 44,12 45,2 46,17 47,13 48,12 49,15 50,19 51,3 52,16 53,20 54,18 55,8 56,6 57,1 58,14 59,6 60,13 61,5 62,9 63,12 64,11 65,19 66,11 67,18 68,18 69,19 70,3 71,8 72,11 73,9 74,17 75,2 76,10 77,5 78,14 79,2 
0,12 1,4 2,16 3,7 4,15 5,5 6,6 7,20 8,5 9,20 10,18 11,10 12,16 13,6 14,13 15,7 16,4 17,3 18,16 19,13 20,1 21,18 22,12 23,11 24,18 25,20 26,4 27,19 28,5 29,9 30,20 31,16 32,12 33,7 34,14 35,19 36,11 37,20 38,18 39,8 41,11 42,15 43,17 44,6 45,12 46,9 47,12 48,8 49,3 50,19 51,12 52,3 53,8 54,4 55,5 56,5 57,3 58,8 59,4 60,19 61,16 62,15 63,14 64,19 65,2 66,20 67,17 68,4 69,19 70,7 71,11 72,1 73,13 74,19 75,6 76,5 77,19 78,10 79,4 
0,1 1,8 2,15 3,15 4,16 5,18 6,11 7,12 8,13 9,10 10,15 11,3 12,17 13,2 14,17 15,16 16,3 17,8 18,4 19,18 20,18 21,2 22,1 23,18 24,15 25,19 26,3 27,11 28,10 29,4 30,14 31,10 32,12 33,8 34,17 35,19 36,18 37,7 38,10 39,2 40,17 42,17 43,4 44,13 45,18 46,12 47,20 48,12 49,19 50,16 51,9 52,16 53,17 54,9 55,5 56,11 57,20 58,20 59,13 60,9 61,3 62,6 63,10 64,6 65,6 66,6 67,4 68,15 69,13 70,6 71,8 72,1 73,2 74,11 75,5 76,19 77,15 78,5 79,10 
0,5 1,20 2,18 3,1 4,16 5,19 6,17 7,19 8,18 9,16 10,3 11,18 12,19 13,1 14,7 15,4 16,6 17,13 18,20 19,12 20,17 21,5 22,19 23,9 24,6 25,1 26,13 27,16 28,15 29,17 30,5 31,20 32,8 33,14 34,12 35,16 36,4 37,8 38,14 39,1 40,4 41,8 43,18 44,14 45,8 46,17 47,17 48,5 49,9 50,8 51,16 52,17 53,12 54,14 55,5 56,9 57,15 58,17 59,4 60,1 61,6 62,20 63,20 64,13 65,6 66,3 67,20 68,9 69,11 70,5 71,10 72,6 73,13 74,19 75,19 76,20 77,15 78,7 79,5 
